EventID,SystemTime,Keywords
4799,2023-01-24 11:52:02.155027,0x8020000000000000
4799,2023-01-24 11:53:14.399050,0x8020000000000000
4799,2023-01-24 11:54:02.416491,0x8020000000000000
4799,2023-01-24 11:54:18.001638,0x8020000000000000
4799,2023-01-24 11:54:42.899994,0x8020000000000000
1102,2019-03-18 23:23:37.147709,0x4020000000000000
5158,2019-03-18 23:23:43.570211,0x8020000000000000
5156,2019-03-18 23:23:43.570211,0x8020000000000000
5156,2019-03-18 23:23:43.570211,0x8020000000000000
4672,2019-03-18 23:23:43.570211,0x8020000000000000
4624,2019-03-18 23:23:43.570211,0x8020000000000000
5156,2019-03-18 23:23:51.772354,0x8020000000000000
5156,2019-03-18 23:23:52.491922,0x8020000000000000
4624,2019-03-18 23:23:52.491922,0x8020000000000000
5140,2019-03-18 23:23:52.507387,0x8020000000000000
5145,2019-03-18 23:23:52.507387,0x8020000000000000
4661,2019-03-18 23:23:52.522461,0x8020000000000000
4661,2019-03-18 23:23:52.522461,0x8020000000000000
5145,2019-03-18 23:23:52.538513,0x8020000000000000
4661,2019-03-18 23:23:52.538513,0x8020000000000000
4661,2019-03-18 23:23:52.538513,0x8020000000000000
5158,2019-03-18 23:23:57.397648,0x8020000000000000
5156,2019-03-18 23:23:57.397648,0x8020000000000000
5156,2019-03-18 23:23:57.397648,0x8020000000000000
4672,2019-03-18 23:23:57.397648,0x8020000000000000
4624,2019-03-18 23:23:57.397648,0x8020000000000000
5140,2019-03-18 23:23:57.397648,0x8020000000000000
5145,2019-03-18 23:23:57.397648,0x8020000000000000
4661,2019-03-18 23:24:07.584864,0x8020000000000000
5158,2019-03-18 23:24:07.601240,0x8020000000000000
5156,2019-03-18 23:24:07.601240,0x8020000000000000
5156,2019-03-18 23:24:07.601240,0x8020000000000000
4661,2019-03-18 23:24:07.601240,0x8020000000000000
4661,2019-03-18 23:24:07.601240,0x8020000000000000
5158,2019-03-18 23:24:07.615925,0x8020000000000000
5156,2019-03-18 23:24:07.615925,0x8020000000000000
5156,2019-03-18 23:24:07.615925,0x8020000000000000
5156,2019-03-18 23:24:07.772839,0x8020000000000000
5156,2019-03-18 23:24:08.069208,0x8020000000000000
5156,2019-03-18 23:24:08.069208,0x8020000000000000
5156,2019-03-18 23:24:08.069208,0x8020000000000000
5156,2019-03-18 23:24:08.069208,0x8020000000000000
5156,2019-03-18 23:24:08.069208,0x8020000000000000
5156,2019-03-18 23:24:08.069208,0x8020000000000000
5156,2019-03-18 23:24:08.069208,0x8020000000000000
5156,2019-03-18 23:24:08.069208,0x8020000000000000
5156,2019-03-18 23:24:08.240883,0x8020000000000000
5156,2019-03-18 23:24:08.287941,0x8020000000000000
5156,2019-03-18 23:24:08.320019,0x8020000000000000
5156,2019-03-18 23:24:11.085218,0x8020000000000000
4661,2019-03-18 23:24:11.413551,0x8020000000000000
4661,2019-03-18 23:24:11.413551,0x8020000000000000
4661,2019-03-18 23:24:11.413551,0x8020000000000000
4661,2019-03-18 23:24:11.741724,0x8020000000000000
4661,2019-03-18 23:24:11.741724,0x8020000000000000
4661,2019-03-18 23:24:11.741724,0x8020000000000000
5156,2019-03-18 23:24:15.631792,0x8020000000000000
5156,2019-03-18 23:24:15.647430,0x8020000000000000
5156,2019-03-18 23:24:15.647430,0x8020000000000000
4776,2019-03-18 23:24:15.647430,0x8020000000000000
4661,2019-03-18 23:24:15.662977,0x8020000000000000
4661,2019-03-18 23:24:15.662977,0x8020000000000000
4661,2019-03-18 23:24:15.662977,0x8020000000000000
5158,2019-03-18 23:24:20.960030,0x8020000000000000
5156,2019-03-18 23:24:20.960030,0x8020000000000000
5156,2019-03-18 23:24:20.960030,0x8020000000000000
4672,2019-03-18 23:24:20.960030,0x8020000000000000
4624,2019-03-18 23:24:20.960030,0x8020000000000000
1102,2019-01-20 07:00:50.800224,0x4020000000000000
5145,2019-01-20 07:00:56.784849,0x8020000000000000
5145,2019-01-20 07:01:20.972601,0x8020000000000000
5145,2019-01-20 07:01:41.206379,0x8020000000000000
5145,2019-01-20 07:02:45.409321,0x8020000000000000
5145,2019-01-20 07:02:45.424917,0x8020000000000000
5145,2019-01-20 07:02:45.440693,0x8020000000000000
5145,2019-01-20 07:02:45.472383,0x8020000000000000
5145,2019-01-20 07:02:45.503201,0x8020000000000000
5145,2019-01-20 07:02:45.550112,0x8020000000000000
18,2019-05-14 17:42:52.833387,0x8000000000000000
18,2019-05-14 17:42:52.848383,0x8000000000000000
3,2019-05-14 17:42:53.854380,0x8000000000000000
3,2019-05-14 17:43:03.888378,0x8000000000000000
4798,2019-08-05 09:24:56.740217,0x8020000000000000
4798,2019-08-05 09:24:56.774258,0x8020000000000000
4799,2019-08-05 09:25:03.867962,0x8020000000000000
10,2019-04-30 07:22:56.571136,0x8000000000000000
10,2019-04-30 07:22:56.930513,0x8000000000000000
10,2019-04-30 07:22:57.149261,0x8000000000000000
10,2019-04-30 07:23:00.883638,0x8000000000000000
10,2019-04-30 07:23:00.899261,0x8000000000000000
10,2019-04-30 07:23:00.899261,0x8000000000000000
10,2019-04-30 07:23:00.899261,0x8000000000000000
10,2019-04-30 07:23:00.899261,0x8000000000000000
10,2019-04-30 07:23:00.899261,0x8000000000000000
10,2019-04-30 07:23:00.899261,0x8000000000000000
10,2019-04-30 07:23:00.899261,0x8000000000000000
10,2019-04-30 07:23:00.899261,0x8000000000000000
10,2019-04-30 07:23:00.899261,0x8000000000000000
10,2019-04-30 07:23:00.899261,0x8000000000000000
10,2019-04-30 07:23:00.899261,0x8000000000000000
10,2019-04-30 07:23:00.899261,0x8000000000000000
10,2019-04-30 07:23:00.899261,0x8000000000000000
10,2019-04-30 07:23:00.914886,0x8000000000000000
10,2019-04-30 07:23:00.914886,0x8000000000000000
10,2019-04-30 07:23:00.914886,0x8000000000000000
10,2019-04-30 07:23:00.914886,0x8000000000000000
10,2019-04-30 07:23:00.914886,0x8000000000000000
10,2019-04-30 07:23:00.914886,0x8000000000000000
10,2019-04-30 07:23:00.914886,0x8000000000000000
10,2019-04-30 07:23:00.914886,0x8000000000000000
10,2019-04-30 07:23:00.914886,0x8000000000000000
10,2019-04-30 07:23:00.914886,0x8000000000000000
10,2019-04-30 07:23:00.914886,0x8000000000000000
10,2019-04-30 07:23:00.914886,0x8000000000000000
10,2019-04-30 07:23:00.914886,0x8000000000000000
10,2019-04-30 07:23:00.914886,0x8000000000000000
10,2019-04-30 07:23:00.914886,0x8000000000000000
10,2019-04-30 07:23:00.914886,0x8000000000000000
10,2019-04-30 07:23:00.914886,0x8000000000000000
10,2019-04-30 07:23:00.914886,0x8000000000000000
10,2019-04-30 07:23:00.914886,0x8000000000000000
10,2019-04-30 07:23:00.914886,0x8000000000000000
10,2019-04-30 07:23:00.914886,0x8000000000000000
10,2019-04-30 07:23:00.914886,0x8000000000000000
10,2019-04-30 07:23:00.914886,0x8000000000000000
10,2019-04-30 07:23:00.930513,0x8000000000000000
10,2019-04-30 07:23:00.930513,0x8000000000000000
10,2019-04-30 07:23:00.930513,0x8000000000000000
10,2019-04-30 07:23:00.930513,0x8000000000000000
10,2019-04-30 07:23:00.930513,0x8000000000000000
10,2019-04-30 07:23:00.930513,0x8000000000000000
10,2019-04-30 07:23:00.930513,0x8000000000000000
10,2019-04-30 07:23:00.930513,0x8000000000000000
10,2019-04-30 07:23:00.930513,0x8000000000000000
10,2019-04-30 07:23:00.930513,0x8000000000000000
10,2019-04-30 07:23:00.930513,0x8000000000000000
10,2019-04-30 07:23:00.930513,0x8000000000000000
1102,2019-01-20 07:29:57.863892,0x4020000000000000
5145,2019-01-20 07:30:10.645117,0x8020000000000000
5145,2019-01-20 07:30:10.660099,0x8020000000000000
5145,2019-01-20 07:30:10.660099,0x8020000000000000
18,2020-09-27 13:19:54.244383,0x8000000000000000
18,2020-09-27 13:19:54.250904,0x8000000000000000
18,2020-09-27 13:19:54.257977,0x8000000000000000
18,2020-09-27 13:19:54.264877,0x8000000000000000
18,2020-09-27 13:19:54.272245,0x8000000000000000
18,2020-09-27 13:19:54.286699,0x8000000000000000
18,2020-09-27 13:19:54.293118,0x8000000000000000
18,2020-09-27 13:19:54.299568,0x8000000000000000
18,2020-09-27 13:19:54.314129,0x8000000000000000
18,2020-09-27 13:19:54.322313,0x8000000000000000
18,2020-09-27 13:19:54.328840,0x8000000000000000
18,2020-09-27 13:19:54.343643,0x8000000000000000
18,2020-09-27 13:19:54.350628,0x8000000000000000
18,2020-09-27 13:19:54.364584,0x8000000000000000
18,2020-09-27 13:19:54.371227,0x8000000000000000
18,2020-09-27 13:19:54.377815,0x8000000000000000
18,2020-09-27 13:19:54.385128,0x8000000000000000
18,2020-09-27 13:19:54.399729,0x8000000000000000
18,2020-09-27 13:20:11.245342,0x8000000000000000
18,2020-09-27 13:20:11.247614,0x8000000000000000
18,2019-05-14 17:31:27.973400,0x8000000000000000
3,2019-05-14 17:17:26.440651,0x8000000000000000
3,2019-05-14 17:17:26.738626,0x8000000000000000
3,2019-05-14 17:17:38.250959,0x8000000000000000
3,2019-05-14 17:17:38.250959,0x8000000000000000
3,2019-05-14 17:17:38.250959,0x8000000000000000
3,2019-05-14 17:17:38.250959,0x8000000000000000
3,2019-05-14 17:17:38.250959,0x8000000000000000
3,2019-05-14 17:17:38.250959,0x8000000000000000
3,2019-05-14 17:17:38.250959,0x8000000000000000
6,2020-02-11 11:05:37.148401,0x8000000000000000
1,2021-02-01 11:13:11.195955,0x8000000000000000
4104,2021-01-30 09:13:13.309866,0x0000000000000000
4103,2021-01-30 09:13:13.309866,0x0000000000000000
4104,2021-01-30 09:13:13.309866,0x0000000000000000
4104,2021-01-30 09:13:13.309866,0x0000000000000000
4103,2021-01-30 09:13:13.309866,0x0000000000000000
4103,2021-01-30 09:13:13.309866,0x0000000000000000
4104,2021-01-30 09:13:13.309866,0x0000000000000000
4104,2021-01-30 09:13:17.546087,0x0000000000000000
4100,2021-01-30 09:13:17.561693,0x0000000000000000
4103,2021-01-30 09:13:17.561693,0x0000000000000000
4103,2021-01-30 09:13:17.671059,0x0000000000000000
4103,2021-01-30 09:13:17.671059,0x0000000000000000
4103,2021-01-30 09:13:17.671059,0x0000000000000000
4103,2021-01-30 09:13:17.686684,0x0000000000000000
4103,2021-01-30 09:13:17.702311,0x0000000000000000
4103,2021-01-30 09:13:17.702311,0x0000000000000000
4103,2021-01-30 09:13:17.702311,0x0000000000000000
4103,2021-01-30 09:13:17.717939,0x0000000000000000
